tower_id,lat,lng,tower_type,height_m,tower_cat,tenants
SKD0371,26.13152,68.27656,Self-Supported Tower,76.0,GBT,0.0
SPC6371,26.20021,68.55426,Self-Supported Tower,46.0,GBT,0.0
MBN6230,32.58641,73.47765,Self-Supported Tower,30.0,GBT,0.0
MBN9681,32.5879,73.4923,Self-Supported Tower,46.0,GBT,0.0
MBN6231,32.59911,73.49648,Self-Supported Tower,30.0,GBT,0.0
RUR0748,32.54286,73.47794,Self-Supported Tower,46.0,GBT,0.0
BGA6989,32.56,73.42276,Self-Supported Tower,30.0,GBT,1.0
RUR6208,32.45734,73.40931,Self-Supported Tower,60.0,GBT,0.0
RUR4314,32.49263889,73.23833333,Self-Supported Tower,46.0,GBT,0.0
GJA8788,32.42235,73.27382,Self-Supported Tower,25.0,GBT,1.0
KML4371,31.082,72.35817,Self-Supported Tower,37.0,GBT,0.0
MUN6225,31.2783,72.09551,Self-Supported Tower,46.0,GBT,0.0
RUR0283,31.38102,72.07152,Self-Supported Tower,46.0,GBT,0.0
QUT6238,31.46639,72.2472,Self-Supported Tower,46.0,GBT,0.0
ANP2254,31.22505,72.4508,Self-Supported Tower,60.0,GBT,0.0
RUR1213,31.36649,72.69013,Self-Supported Tower,46.0,GBT,1.0
RUR0602,31.02466,72.37996,Self-Supported Tower,46.0,GBT,0.0
HWY1279,30.48684,71.07815,Self-Supported Tower,46.0,GBT,0.0
HWY7989,30.58014,71.15853,Self-Supported Tower,46.0,GBT,0.0
HWY7961,30.25297,70.99433,Self-Supported Tower,60.0,GBT,0.0
RUR0225,29.83882,70.91454,Self-Supported Tower,46.0,GBT,0.0
RUR1359,29.87679,71.04462,Self-Supported Tower,37.0,GBT,0.0
RUR4083,29.790889,70.995639,Self-Supported Tower,37.0,GBT,0.0
RUR3587,29.7263,70.8079,Self-Supported Tower,60.0,GBT,0.0
RUR1277,29.73354,71.13741,Self-Supported Tower,46.0,GBT,0.0
HWY7307,29.32803,73.00509,Self-Supported Tower,46.0,GBT,0.0
HWY7308,29.30203,72.94101,Self-Supported Tower,46.0,GBT,0.0
HWY7314,29.40443,73.00814,Self-Supported Tower,46.0,GBT,1.0
PSH1269,34.032,71.59033,Self-Supported Tower,25.0,GBT,0.0
ABT1553,34.20738,73.24033,Mast,12.0,RT,0.0
ABT1159,34.16242,73.25485,Self-Supported Tower,27.5,GBT,0.0
ABT3322,34.15681,73.23872,Angular Stub Tower,40.0,GBT,0.0
ATK3872,33.7666,72.36003,Angular Stub Tower,30.0,GBT,0.0
PSH3814,34.01542,71.53549,Angular Stub Tower,40.0,GBT,0.0
HTR1891,33.93473,72.85773,Self-Supported Tower,37.0,GBT,0.0
RWP0505,33.66352,73.08429,Self-Supported Tower,17.5,RT,0.0
HWY0638,33.9786,72.18232,Angular Stub Tower,35.0,GBT,0.0
MRD0841,34.21082,72.02602,Self-Supported Tower,27.5,GBT,0.0
MYR3750,34.14301,72.0925,Angular Stub Tower,35.0,GBT,0.0
RUR1788,34.04697,71.52101,Self-Supported Tower,37.0,GBT,0.0
RUR3576,34.01131,71.68948,Angular Stub Tower,40.0,GBT,0.0
MRE3887,33.91637,73.41412,Angular Stub Tower,50.0,GBT,0.0
NWS1696,34.00087,71.98562,Monopole,30.0,GBT,0.0
ISB0206,33.67439,72.9485,Self-Supported Tower,20.0,GBT,0.0
RWP1217,33.59899,73.05078,Pole,3.0,OHWT,0.0
RWP0247,33.6535,73.08112,Self-Supported Tower,17.5,RT,0.0
RWP1121,33.65396945,73.09253056,Self-Supported Tower,30.0,GBT,0.0
RWP0623,33.64126945,73.08638889,Self-Supported Tower,20.0,RT,0.0
RWP2967,33.59486945,73.10118889,Self-Supported Tower,22.5,RT,0.0
ABT1709,34.21443,73.24295,Pole,12.0,RT,0.0
ABT2617,34.159191,73.204982,Angular Stub Tower,30.0,GBT,1.0
ABT2796,34.16801,73.22388,Angular Stub Tower,20.0,RT,0.0
PSH1046,33.99146,71.48435,Self-Supported Tower,25.0,GBT,0.0
ABT0836,34.17118,73.22523,Self-Supported Tower,46.0,GBT,0.0
ABT0286,34.199558,73.23687,Self-Supported Tower,46.0,GBT,0.0
ATK3093,33.79348,72.35542,Self-Supported Tower,46.0,GBT,0.0
CHD1503,34.15125,71.73172,Self-Supported Tower,25.0,GBT,0.0
ISB5532,33.57664,72.86652,0,0.0,0,0.0
JGL1287,33.53199,72.80684,Self-Supported Tower,46.0,GBT,0.0
RUR0314,34.00133,72.8766,Self-Supported Tower,46.0,GBT,0.0
HRR0730,33.95931,72.88266,Angular Stub Tower,45.0,GBT,0.0
HWY3000,34.0395,73.12549,Self-Supported Tower,46.0,GBT,0.0
HVL2501,34.05591,73.16959,Angular Stub Tower,40.0,GBT,0.0
ISB1602,33.70335,72.9791,Mast,12.0,RT,0.0
RWP1010,33.62571945,72.9707,Self-Supported Tower,37.0,GBT,0.0
ISB0605,33.63642,73.02759,Angular Stub Tower,20.0,RT,0.0
PBI3785,34.01241,71.79707,Angular Stub Tower,35.0,GBT,0.0
ISB0503,33.65943,72.99448,Self-Supported Tower,20.0,RT,0.0
ISB0232,33.70925,73.08352,Self-Supported Tower,20.0,RT,0.0
RUR0691,33.65174,73.22472,Angular Stub Tower,50.0,GBT,0.0
ISB3664,33.72,73.01107,Monopole,30.0,GBT,0.0
KMA1480,33.85382,72.39493,Self-Supported Tower,37.0,GBT,0.0
RUR2006,33.60101,71.28399,Self-Supported Tower,46.0,GBT,1.0
RWP1455,33.59848889,73.00811112,Self-Supported Tower,20.0,GBT,0.0
RWP1838,33.64209,73.04992,Angular Stub Tower,30.0,GBT,0.0
MNS1119,34.32471,73.20288,Self-Supported Tower,37.0,GBT,0.0
MNS1711,34.32908,73.18458,Self-Supported Tower,30.0,GBT,0.0
HWY3749,34.31245,73.21149,Angular Stub Tower,35.0,GBT,0.0
HWY3632,34.42966,73.25188,Angular Stub Tower,50.0,GBT,0.0
MRD3747,34.2054,72.04906,Angular Stub Tower,40.0,GBT,0.0
MRD0835,34.14672,72.03444,Self-Supported Tower,37.0,GBT,0.0
MRD0704,34.19691,72.06693,Self-Supported Tower,35.0,GBT,0.0
HWY2038,34.19776,72.16257,Self-Supported Tower,46.0,GBT,0.0
MRE3891,33.9117,73.3972,Angular Stub Tower,25.0,RT,0.0
MRE1088,33.90123,73.39898,Self-Supported Tower,37.0,GBT,0.0
MRE1045,33.90628,73.39518,Self-Supported Tower,25.0,GBT,0.0
ABT1452,34.18529,73.23132,Self-Supported Tower,22.5,GBT,0.0
SLH2142,33.82311,71.88856,Self-Supported Tower,46.0,GBT,0.0
PSH3790,33.99676,71.57892,Angular Stub Tower,40.0,GBT,0.0
PSH2948,33.99776,71.57164,Self-Supported Tower,30.0,GBT,0.0
PSH1915,33.95352,71.44335,Monopole,20.0,GBT,0.0
RWP0364,33.58313889,73.11553889,Self-Supported Tower,37.0,GBT,0.0
RWP1676,33.55082,73.07943,Angular Stub Tower,35.0,GBT,0.0
RWP1219,33.56756945,73.10203056,Monopole,30.0,GBT,0.0
RWP0418,33.55893889,73.0077,Self-Supported Tower,25.0,GBT,0.0
NWS1697,33.99937,71.99368,Angular Stub Tower,35.0,GBT,0.0
ISB0343,33.68101,73.15584,Self-Supported Tower,46.0,GBT,0.0
HRR1847,34.00469,72.93473,Self-Supported Tower,30.0,GBT,0.0
ISB0205,33.7376,73.19225,Self-Supported Tower,37.0,GBT,0.0
RUR0686,33.64275,73.20222,Angular Stub Tower,25.0,RT,0.0
RUR1683,34.05692,71.59179,Self-Supported Tower,27.5,GBT,0.0
HWY0661,33.80346,72.81983,Angular Stub Tower,40.0,GBT,0.0
PSH1684,34.03778,71.58201,Self-Supported Tower,22.5,GBT,0.0
PSH3828,33.97921,71.43937,Angular Stub Tower,25.0,RT,0.0
PSH3817,33.9866,71.4498,Angular Stub Tower,40.0,GBT,0.0
PSH3823,34.00557,71.49112,Angular Stub Tower,30.0,GBT,0.0
PSH0250,33.95148,71.43243,Tubular,45.0,GBT,0.0
TXA1418,33.72172,72.80731,Self-Supported Tower,30.0,GBT,0.0
PSH3795,33.9754,71.45685,Angular Stub Tower,40.0,GBT,0.0
PSH3807,33.98701,71.53475,Angular Stub Tower,30.0,GBT,0.0
RUR6104,33.83789,72.78229,Self-Supported Tower,46.0,GBT,0.0
HAL3878,33.82129,72.681311,Angular Stub Tower,35.0,GBT,0.0
HWY1989,33.94754,72.55223,Self-Supported Tower,46.0,GBT,0.0
KMA2281,33.83414,72.40817,Angular Stub Tower,40.0,GBT,0.0
RWP0770,33.60872,73.08113,Angular Stub Tower,25.0,RT,0.0
RWP1840,33.60939,73.00581,Angular Stub Tower,25.0,GBT,0.0
RWP1314,33.57623056,73.02621945,Self-Supported Tower,20.0,GBT,0.0
RWP2803,33.5861,73.03941,Self-Supported Tower,25.0,GBT,0.0
RWP0893,33.57532,73.0322,Angular Stub Tower,25.0,RT,0.0
RWP0226,33.61338,73.06834,Self-Supported Tower,12.5,RT,0.0
RWP1248,33.61841112,73.07968056,Monopole,25.0,GBT,0.0
RWP1225,33.59986112,72.98471945,Self-Supported Tower,37.0,GBT,0.0
RWP1357,33.63313,73.08007,Angular Stub Tower,15.0,RT,0.0
RWP0560,33.62069,73.14052,Self-Supported Tower,35.0,GBT,0.0
RWP1212,33.63208,73.08654,Angular Stub Tower,20.0,RT,0.0
RWP1220,33.56123,73.04866,Monopole,15.0,GBT,0.0
RWP1136,33.63588889,73.10353056,Self-Supported Tower,30.0,GBT,0.0
RWP0491,33.6219,73.068,Mast,5.0,RT,0.0
RWP1509,33.55384,73.05122,Angular Stub Tower,25.0,GBT,0.0
RWP1897,33.5516,73.0668,Self-Supported Tower,30.0,GBT,0.0
RWP4983,33.63692,73.03883,Angular Stub Tower,25.0,GBT,0.0
HWY4101,33.32444,72.79291,Angular Stub Tower,60.0,GBT,0.0
HWY3606,33.49789,73.22277,Self-Supported Tower,45.0,GBT,1.0
RWP2590,33.51113,73.18045,Self-Supported Tower,25.0,GBT,0.0
YRH3895,34.17226,72.27232,Angular Stub Tower,45.0,GBT,0.0
RUR0911,34.06002,71.9893,Angular Stub Tower,25.0,GBT,0.0
SWB1092,34.12605,72.47164,Self-Supported Tower,27.5,GBT,0.0
ZDA1945,34.07341,72.44928,Self-Supported Tower,37.0,GBT,0.0
FTJ3536,33.56904,72.63859,Angular Stub Tower,45.0,GBT,0.0
FTJ1753,33.56051,72.63731,Self-Supported Tower,37.0,GBT,1.0
SWB2256,34.1193,72.47237,Self-Supported Tower,30.0,GBT,0.0
SWB2875,34.16572,72.45992,Self-Supported Tower,46.0,GBT,0.0
HWY1837,34.44147,71.90688,Self-Supported Tower,46.0,GBT,0.0
HAL7014,33.80711,72.70074,Angular Stub Tower,40.0,GBT,0.0
TXA1903,33.81519,72.72449,Self-Supported Tower,45.0,GBT,0.0
HAL3071,33.85177,72.73576,Self-Supported Tower,46.0,GBT,0.0
RWP1342,33.5327,73.12056,Pole,3.0,OHWT,0.0
TXA2625,33.73863,72.79274,Self-Supported Tower,30.0,GBT,0.0
TXA1374,33.78419,72.71814,Self-Supported Tower,20.0,GBT,0.0
MRD1406,34.21521,72.03542,Self-Supported Tower,35.0,GBT,0.0
TXA1943,33.74315,72.77395,Self-Supported Tower,30.0,GBT,0.0
TXA0900,33.78403,72.72557,Angular Stub Tower,25.0,RT,0.0
TXA8014,33.79094,72.71969,Angular Stub Tower,20.0,RT,0.0
TXA1370,33.792325,72.746,Monopole,22.5,GBT,0.0
TXA1949,33.73224,72.80886,Self-Supported Tower,37.0,GBT,0.0
TXA1926,33.74876,72.76961,Self-Supported Tower,30.0,GBT,0.0
TXA1375,33.79314,72.72589,Self-Supported Tower,27.5,GBT,0.0
TXA1600,33.73932,72.7854,Self-Supported Tower,37.0,GBT,0.0
TXA2581,33.74732,72.77697,Self-Supported Tower,30.0,GBT,0.0
TXA1500,33.74879,72.78945,Self-Supported Tower,30.0,GBT,0.0
KHI5452,24.878944,67.087639,Mast,9.0,RT,0.0
KHI0445,24.82086111,66.9775,Self-Supported Tower,46.0,GBT,0.0
KHI6596,24.91469,67.01954,Mast,9.0,RT,0.0
QTA1111,30.1894,67.0212,Self-Supported Tower,25.0,RT,0.0
KHI9516,24.8327,67.1553,Self-Supported Tower,25.0,RT,0.0
KHI6591,24.90579,67.2201,Self-Supported Tower,25.0,GBT,0.0
KHI0013,24.85902,67.20597,Self-Supported Tower,15.0,RT,0.0
HYD0684,25.3606,68.3505,Self-Supported Tower,25.0,RT,0.0
QTA6822,30.16102,67.02274,Self-Supported Tower,30.0,GBT,0.0
KHI5033,24.9269,67.16913,Self-Supported Tower,30.0,GBT,0.0
khi9039,24.81219,67.06471,Mast,6.0,RT,0.0
JSO5758,25.40844,68.27593,Self-Supported Tower,37.0,GBT,0.0
PAQ5857,27.80783333,69.13241667,Self-Supported Tower,37.0,GBT,0.0
QTA6032,30.23915,67.01362,Self-Supported Tower,30.0,GBT,0.0
QTA1113,30.206,67.0206,Self-Supported Tower,30.0,GBT,0.0
KHI8990,25.0295,67.0651,Self-Supported Tower,45.0,GBT,0.0
QTA6797,30.2158,66.9746,Self-Supported Tower,35.0,GBT,0.0
KHI0771,24.9882,67.0996,Self-Supported Tower,30.0,GBT,0.0
RUR0635,31.343,74.2378,Self-Supported Tower,37.0,GBT,0.0
LHR6834,31.48745,74.41119,Self-Supported Tower,20.0,GBT,0.0
SHD9919,31.61127,74.26869,Self-Supported Tower,35.0,GBT,0.0
LHR8799,31.41439,74.22033,Self-Supported Tower,30.0,GBT,0.0
GJR9852,32.55982,74.05986,Self-Supported Tower,37.0,GBT,0.0
HWY3950,32.435333,74.479667,Self-Supported Tower,37.0,GBT,0.0
LHR4024,31.41319444,74.16394444,Self-Supported Tower,37.0,GBT,0.0
LHR1465,31.37608,74.19295,Railing,9.0,OHWT,0.0
RUR4096,30.726,71.08355556,Self-Supported Tower,46.0,GBT,1.0
MUL7177,30.16393,71.44579,Self-Supported Tower,35.0,GBT,0.0
HWY8783,31.74933333,74.01058333,Self-Supported Tower,46.0,GBT,0.0
LHR9165,31.36131,74.28218,Pole,6.0,OHWT,0.0
LHR3604,31.49952778,74.36975,Self-Supported Tower,30.0,GBT,0.0
MUL1978,30.18096,71.49072,Self-Supported Tower,25.0,GBT,0.0
HWY3756,30.58412,71.23705,Self-Supported Tower,61.0,GBT,0.0
CWT3851,30.5284,72.6849,Self-Supported Tower,46.0,GBT,0.0
OKR4113,30.80588889,73.45097222,Self-Supported Tower,25.0,GBT,0.0
RUR1471,30.43842,72.28745,Self-Supported Tower,35.0,GBT,1.0
SKT4622,32.4761,74.5561,Self-Supported Tower,37.0,GBT,0.0
GJR9887,32.56337,74.07034,Self-Supported Tower,25.0,GBT,0.0
GUJ6948,32.16362,74.23129,Self-Supported Tower,37.0,GBT,0.0
RUR8759,32.62519401,73.804194,Self-Supported Tower,46.0,GBT,0.0
SHD0657,31.6198,74.26899,Self-Supported Tower,40.0,GBT,0.0
SHD6926,31.63336,74.27673,Self-Supported Tower,25.0,GBT,0.0
LHR9250,31.39057,74.28919,Pole,6.0,OHWT,0.0
FSD4142,31.49137,73.05741,Self-Supported Tower,46.0,GBT,0.0
SHC7903,30.786166,72.24444,Self-Supported Tower,30.0,GBT,0.0
RUR6968,32.34671,74.90474,Self-Supported Tower,46.0,GBT,0.0
GJR6286,32.5554,74.08755,Self-Supported Tower,30.0,GBT,0.0
SGD0131,32.08667,72.67109,Self-Supported Tower,20.0,RT,0.0
LHR7000,31.5827,74.47775,Self-Supported Tower,45.0,GBT,0.0
BWN4406,29.99427,73.26154,Self-Supported Tower,40.0,GBT,0.0
RUR9301,31.32144,74.2197,0,0.0,0,0.0
DIL2203,32.81622,74.1301,Self-Supported Tower,46.0,GBT,0.0
OKR4561,30.8003,73.4451,Self-Supported Tower,37.0,GBT,0.0
KHI9531,24.8122,67.1674,Self-Supported Tower,30.0,GBT,0.0
HWY3496,31.7173,74.2702,Self-Supported Tower,37.0,GBT,0.0
SRK3897,31.46187,74.09854,Self-Supported Tower,50.0,GBT,0.0
NGM9644,31.9044,74.51579,Self-Supported Tower,35.0,GBT,0.0
HWY5090,31.63281,74.20905,Self-Supported Tower,45.0,GBT,0.0
KHI0064,24.98054,67.03918,Self-Supported Tower,37.0,GBT,0.0
KHI2030,24.880557,67.097593,Pole,3.0,RT,0.0
KLI0992,28.38241,69.16352,Self-Supported Tower,46.0,GBT,0.0
HUB0479,25.05147222,66.87266667,Self-Supported Tower,90.0,GBT,0.0
SPR8472,30.06444444,71.49422222,Self-Supported Tower,46.0,GBT,0.0
